First_1_Dig,Counts,Found,Expected,digit
1,4500,0.29167746953590873,0.3010299956639812,1
2,3611,0.23405496499870365,0.17609125905568124,2
3,2078,0.13469017371013742,0.12493873660829992,3
4,1813,0.11751361161524501,0.09691001300805642,4
5,1097,0.07110448535130931,0.07918124604762482,5
6,886,0.05742805289084781,0.06694678963061322,6
7,661,0.04284417941405237,0.05799194697768673,7
8,370,0.02398236971739694,0.05115252244738129,8
9,412,0.026704692766398756,0.04575749056067514,9
