First_1_Dig,Counts,Found,Expected,digit
1,2087,0.12559427092736355,0.3010299956639812,1
2,1375,0.08274658482277186,0.17609125905568124,2
3,7546,0.45411325750737197,0.12493873660829992,3
4,2720,0.1636877896130469,0.09691001300805642,4
5,1068,0.06427152915688752,0.07918124604762482,5
6,801,0.048203646867665643,0.06694678963061322,6
7,389,0.023409761088042366,0.05799194697768673,7
8,260,0.01564662694830595,0.05115252244738129,8
9,371,0.022326533068544263,0.04575749056067514,9
