First_1_Dig,Counts,Found,Expected,digit
1,9043,0.5271042200979249,0.3010299956639812,1
2,144,0.008393564933550944,0.17609125905568124,2
3,2895,0.16874562835159712,0.12493873660829992,3
4,27,0.001573793425040802,0.09691001300805642,4
5,582,0.03392399160643507,0.07918124604762482,5
6,160,0.00932618325950105,0.06694678963061322,6
7,694,0.0404523198880858,0.05799194697768673,7
8,530,0.030892982047097225,0.05115252244738129,8
9,3081,0.17958731639076708,0.04575749056067514,9
