First_1_Dig,Counts,Found,Expected,digit
1,329,0.01917920018654541,0.3010299956639812,1
2,2844,0.1657922350472193,0.17609125905568124,2
3,10662,0.621545995103183,0.12493873660829992,3
4,3186,0.18572927597061908,0.09691001300805642,4
5,23,0.001340795149819284,0.07918124604762482,5
6,15,0.0008744316194473592,0.06694678963061322,6
7,9,0.0005246589716684155,0.05799194697768673,7
8,9,0.0005246589716684155,0.05115252244738129,8
9,77,0.004488748979829777,0.04575749056067514,9
