First_1_Dig,Counts,Found,Expected,digit
1,3160,0.19816881976671266,0.3010299956639812,1
2,4826,0.30264643170701117,0.17609125905568124,2
3,3653,0.22908566411639283,0.12493873660829992,3
4,2899,0.1818010786404114,0.09691001300805642,4
5,299,0.018750783895647813,0.07918124604762482,5
6,431,0.02702872193653581,0.06694678963061322,6
7,73,0.004577950583218362,0.05799194697768673,7
8,336,0.021071115013169446,0.05115252244738129,8
9,269,0.01686943434090054,0.04575749056067514,9
