First_1_Dig,Counts,Found,Expected,digit
1,10188,0.6690307328605201,0.3010299956639812,1
2,2534,0.1664039926451274,0.17609125905568124,2
3,2162,0.1419753086419753,0.12493873660829992,3
4,131,0.008602574205411086,0.09691001300805642,4
5,101,0.006632519043866561,0.07918124604762482,5
6,55,0.003611767796164959,0.06694678963061322,6
7,1,6.566850538481745e-05,0.05799194697768673,7
8,7,0.00045967953769372207,0.05115252244738129,8
9,49,0.003217756763856055,0.04575749056067514,9
