First_1_Dig,Counts,Found,Expected,digit
1,6432,0.3775090973118911,0.3010299956639812,1
2,2128,0.12489728841413311,0.17609125905568124,2
3,2703,0.15864538091325273,0.12493873660829992,3
4,1480,0.08686465547599484,0.09691001300805642,4
5,1424,0.08357788472825449,0.07918124604762482,5
6,1053,0.0618030285244747,0.06694678963061322,6
7,369,0.02165747153421763,0.05799194697768673,7
8,877,0.05147317760300505,0.05115252244738129,8
9,572,0.03357201549477638,0.04575749056067514,9
