First_1_Dig,Counts,Found,Expected,digit
1,5529,0.3634630554825138,0.3010299956639812,1
2,3235,0.21266105706021562,0.17609125905568124,2
3,2414,0.15869050749408362,0.12493873660829992,3
4,1189,0.07816197738627399,0.09691001300805642,4
5,1161,0.07632132526952407,0.07918124604762482,5
6,502,0.033000262950302395,0.06694678963061322,6
7,287,0.018866684196686825,0.05799194697768673,7
8,503,0.033066000525900606,0.05115252244738129,8
9,392,0.02576912963449908,0.04575749056067514,9
