First_1_Dig,Counts,Found,Expected,digit
1,3925,0.3451156247252264,0.3010299956639812,1
2,3506,0.3082739822386354,0.17609125905568124,2
3,1644,0.14455288841994196,0.12493873660829992,3
4,1044,0.09179635979952519,0.09691001300805642,4
5,577,0.0507341950233008,0.07918124604762482,5
6,375,0.032972830387760485,0.06694678963061322,6
7,221,0.01943198804185351,0.05799194697768673,7
8,71,0.006242855886749318,0.05115252244738129,8
9,10,0.0008792754770069463,0.04575749056067514,9
