First_1_Dig,Counts,Found,Expected,digit
1,5142,0.3156343993616107,0.3010299956639812,1
2,8908,0.5468049843471856,0.17609125905568124,2
3,1521,0.09336443435025474,0.12493873660829992,3
4,175,0.010742127555091768,0.09691001300805642,4
5,394,0.024185132895463753,0.07918124604762482,5
6,139,0.008532318458044318,0.06694678963061322,6
7,6,0.0003683015161745749,0.05799194697768673,7
8,1,6.138358602909582e-05,0.05115252244738129,8
9,5,0.0003069179301454791,0.04575749056067514,9
