First_1_Dig,Counts,Found,Expected,digit
1,2593,0.1544187708432587,0.3010299956639812,1
2,5537,0.32974035254883277,0.17609125905568124,2
3,5158,0.30717008099094806,0.12493873660829992,3
4,2581,0.15370414483087183,0.09691001300805642,4
5,378,0.022510719390185802,0.07918124604762482,5
6,122,0.0072653644592663175,0.06694678963061322,6
7,185,0.011017151024297284,0.05799194697768673,7
8,84,0.0050023820867079564,0.05115252244738129,8
9,154,0.009171033825631253,0.04575749056067514,9
