First_1_Dig,Counts,Found,Expected,digit
1,6742,0.4988162178159219,0.3010299956639812,1
2,2342,0.17327611719443622,0.17609125905568124,2
3,1519,0.11238532110091744,0.12493873660829992,3
4,1208,0.08937555489789879,0.09691001300805642,4
5,559,0.041358390056229655,0.07918124604762482,5
6,247,0.018274637466706125,0.06694678963061322,6
7,347,0.025673276117194437,0.05799194697768673,7
8,314,0.023231725362533293,0.05115252244738129,8
9,238,0.01760875998816218,0.04575749056067514,9
