First_1_Dig,Counts,Found,Expected,digit
1,8793.0,0.686899460979611,0.3010299956639812,1
2,2181.0,0.17037731427232247,0.17609125905568124,2
3,793.0,0.0619482852902117,0.12493873660829992,3
4,463.0,0.03616904929302398,0.09691001300805642,4
5,146.0,0.011405358956331537,0.07918124604762482,5
6,66.0,0.005155847199437544,0.06694678963061322,6
7,1.0,7.81188969611749e-05,0.05799194697768673,7
8,0.0,0.0,0.05115252244738129,8
9,358.0,0.027966565112100616,0.04575749056067514,9
