,score,learner
0,0.6631578947368421,Random Forest
1,0.7368421052631579,SVC
2,0.7578947368421053,GBC
3,0.6421052631578947,Naive Bayes
4,0.6736842105263158,KNN
5,0.7368421052631579,MLP
