,score,learner
0,0.7263157894736842,Random Forest
1,0.7368421052631579,SVC
2,0.7157894736842105,GBC
3,0.6526315789473685,Naive Bayes
4,0.7578947368421053,KNN
5,0.7368421052631579,MLP
