,score,learner
0,0.6421052631578947,Random Forest
1,0.7368421052631579,SVC
2,0.6947368421052632,GBC
3,0.5894736842105263,Naive Bayes
4,0.6421052631578947,KNN
5,0.7368421052631579,MLP
