,score,learner
0,0.9878048780487805,Random Forest
1,0.6951219512195121,SVC
2,0.9512195121951219,GBC
3,0.9634146341463414,Naive Bayes
4,0.9878048780487805,KNN
5,0.7073170731707317,MLP
