,score,learner
0,0.9634146341463414,Random Forest
1,0.6951219512195121,SVC
2,0.9512195121951219,GBC
3,0.975609756097561,Naive Bayes
4,0.8902439024390244,KNN
5,0.6951219512195121,MLP
