,score,learner,type
0,1.0,Random Forest,cna
1,0.8266666666666667,SVC,cna
2,1.0,GBC,cna
3,0.9866666666666667,Naive Bayes,cna
4,0.8666666666666667,KNN,cna
5,0.8,MLP,cna
