,score,learner,type
0,0.9866666666666667,Random Forest,cna
1,0.8133333333333334,SVC,cna
2,0.9866666666666667,GBC,cna
3,0.9733333333333334,Naive Bayes,cna
4,0.8266666666666667,KNN,cna
5,0.8,MLP,cna
