,score,learner,type
0,1.0,Random Forest,cna
1,0.7866666666666666,SVC,cna
2,0.9866666666666667,GBC,cna
3,0.9866666666666667,Naive Bayes,cna
4,0.9066666666666666,KNN,cna
5,0.7333333333333333,MLP,cna
