,score,learner,type
0,0.9866666666666667,Random Forest,cna
1,0.8666666666666667,SVC,cna
2,0.9866666666666667,GBC,cna
3,1.0,Naive Bayes,cna
4,0.8266666666666667,KNN,cna
5,0.7866666666666666,MLP,cna
