,score,learner,type
0,0.9866666666666667,Random Forest,cna
1,0.8133333333333334,SVC,cna
2,0.9866666666666667,GBC,cna
3,1.0,Naive Bayes,cna
4,0.9066666666666666,KNN,cna
5,0.7733333333333333,MLP,cna
