,score,learner,type
0,1.0,Random Forest,cna
1,0.8,SVC,cna
2,1.0,GBC,cna
3,0.9866666666666667,Naive Bayes,cna
4,0.8533333333333334,KNN,cna
5,0.7866666666666666,MLP,cna
