,score,learner,type
0,0.9866666666666667,Random Forest,cna
1,0.7733333333333333,SVC,cna
2,0.9866666666666667,GBC,cna
3,0.9866666666666667,Naive Bayes,cna
4,0.84,KNN,cna
5,0.7466666666666667,MLP,cna
