,score,learner,type
0,0.9733333333333334,Random Forest,cna
1,0.8133333333333334,SVC,cna
2,1.0,GBC,cna
3,0.9733333333333334,Naive Bayes,cna
4,0.9066666666666666,KNN,cna
5,0.8,MLP,cna
