First_1_Dig,Counts,Found,Expected,digit
1,5619,0.36536835945119966,0.3010299956639812,1
2,3240,0.21067689706742962,0.17609125905568124,2
3,2347,0.1526107029065609,0.12493873660829992,3
4,1433,0.09317901033877365,0.09691001300805642,4
5,917,0.059626763768775605,0.07918124604762482,5
6,734,0.0477274205084856,0.06694678963061322,6
7,423,0.027505039339358866,0.05799194697768673,7
8,466,0.030301059886858703,0.05115252244738129,8
9,200,0.013004746732557384,0.04575749056067514,9
