First_1_Dig,Counts,Found,Expected,digit
1,2883,0.18224919400720652,0.3010299956639812,1
2,2188,0.13831468487262152,0.17609125905568124,2
3,1902,0.12023516025033187,0.12493873660829992,3
4,1230,0.0777545989000569,0.09691001300805642,4
5,1285,0.08123143055818952,0.07918124604762482,5
6,2096,0.1324988937353815,0.06694678963061322,6
7,2193,0.13863076047790632,0.05799194697768673,7
8,1856,0.11732726468171187,0.05115252244738129,8
9,186,0.011758012516593969,0.04575749056067514,9
