First_1_Dig,Counts,Found,Expected,digit
1,12679.0,0.936410635155096,0.3010299956639812,1
2,357.0,0.02636632200886263,0.17609125905568124,2
3,177.0,0.013072378138847858,0.12493873660829992,3
4,256.0,0.018906942392909895,0.09691001300805642,4
5,8.0,0.0005908419497784342,0.07918124604762482,5
6,45.0,0.0033234859675036928,0.06694678963061322,6
7,12.0,0.0008862629246676514,0.05799194697768673,7
8,0.0,0.0,0.05115252244738129,8
9,6.0,0.0004431314623338257,0.04575749056067514,9
