First_1_Dig,Counts,Found,Expected,digit
1,4270,0.2489215343360149,0.3010299956639812,1
2,9404,0.5482103299521978,0.17609125905568124,2
3,397,0.023143290194706775,0.12493873660829992,3
4,361,0.021044654308033112,0.09691001300805642,4
5,1070,0.062376122187244955,0.07918124604762482,5
6,367,0.021394426955812056,0.06694678963061322,6
7,449,0.026174653142124287,0.05799194697768673,7
8,601,0.03503556021919086,0.05115252244738129,8
9,235,0.013699428704675295,0.04575749056067514,9
