First_1_Dig,Counts,Found,Expected,digit
1,8394,0.5499574133525519,0.3010299956639812,1
2,5798,0.37987289523684725,0.17609125905568124,2
3,626,0.041014217388455745,0.12493873660829992,3
4,244,0.015986372272816615,0.09691001300805642,4
5,156,0.010220795387538492,0.07918124604762482,5
6,4,0.0002620716766035511,0.06694678963061322,6
7,8,0.0005241433532071022,0.05799194697768673,7
8,1,6.551791915088777e-05,0.05115252244738129,8
9,32,0.0020965734128284086,0.04575749056067514,9
