First_1_Dig,Counts,Found,Expected,digit
1,4367,0.2890904276446445,0.3010299956639812,1
2,4533,0.3000794386336555,0.17609125905568124,2
3,2151,0.14239375082748576,0.12493873660829992,3
4,1759,0.11644379716668873,0.09691001300805642,4
5,631,0.04177148153051768,0.07918124604762482,5
6,775,0.05130411756917781,0.06694678963061322,6
7,151,0.009996028068317226,0.05799194697768673,7
8,530,0.03508539653117966,0.05115252244738129,8
9,209,0.013835562028333113,0.04575749056067514,9
