First_1_Dig,Counts,Found,Expected,digit
1,4576,0.3148912744288467,0.3010299956639812,1
2,3224,0.22185521607486924,0.17609125905568124,2
3,2455,0.16893751720341316,0.12493873660829992,3
4,1364,0.09386182218552161,0.09691001300805642,4
5,1084,0.07459399944949077,0.07918124604762482,5
6,745,0.05126617120836774,0.06694678963061322,6
7,308,0.02119460500963391,0.05799194697768673,7
8,289,0.01988714560968896,0.05115252244738129,8
9,487,0.03351224883016791,0.04575749056067514,9
