First_1_Dig,Counts,Found,Expected,digit
1,8062,0.5691894944930811,0.3010299956639812,1
2,4383,0.30944648404405534,0.17609125905568124,2
3,1253,0.08846371081615363,0.12493873660829992,3
4,96,0.006777746399322226,0.09691001300805642,4
5,179,0.012637672973736233,0.07918124604762482,5
6,67,0.00473030217452697,0.06694678963061322,6
7,120,0.008472182999152781,0.05799194697768673,7
8,3,0.00021180457497881955,0.05115252244738129,8
9,1,7.060152499293985e-05,0.04575749056067514,9
