First_1_Dig,Counts,Found,Expected,digit
1,5574,0.36296151592107834,0.3010299956639812,1
2,3605,0.23474636973367194,0.17609125905568124,2
3,2252,0.1466432245881357,0.12493873660829992,3
4,1331,0.08667057367975516,0.09691001300805642,4
5,987,0.06427036530572378,0.07918124604762482,5
6,486,0.03164680601680016,0.06694678963061322,6
7,520,0.03386078010028,0.05799194697768673,7
8,397,0.025851403268867618,0.05115252244738129,8
9,205,0.013348961385687308,0.04575749056067514,9
