First_1_Dig,Counts,Found,Expected,digit
1,1975,0.11512007460946608,0.3010299956639812,1
2,622,0.03625553742131033,0.17609125905568124,2
3,145,0.008451853578922825,0.12493873660829992,3
4,1147,0.06685707624154814,0.09691001300805642,4
5,626,0.036488692002797855,0.07918124604762482,5
6,1503,0.08760783399393798,0.06694678963061322,6
7,3364,0.19608300303100956,0.05799194697768673,7
8,7578,0.44171135462811845,0.05115252244738129,8
9,196,0.011424574492888785,0.04575749056067514,9
