First_1_Dig,Counts,Found,Expected,digit
1,4251,0.7304123711340206,0.3010299956639812,1
2,781,0.13419243986254295,0.17609125905568124,2
3,313,0.05378006872852234,0.12493873660829992,3
4,279,0.04793814432989691,0.09691001300805642,4
5,51,0.008762886597938144,0.07918124604762482,5
6,109,0.01872852233676976,0.06694678963061322,6
7,5,0.000859106529209622,0.05799194697768673,7
8,20,0.003436426116838488,0.05115252244738129,8
9,11,0.0018900343642611684,0.04575749056067514,9
