First_1_Dig,Counts,Found,Expected,digit
1,5319,0.3439156860209492,0.3010299956639812,1
2,3663,0.23684210526315788,0.17609125905568124,2
3,2273,0.1469675417043838,0.12493873660829992,3
4,1647,0.10649165912323807,0.09691001300805642,4
5,1193,0.07713694555799819,0.07918124604762482,5
6,502,0.032458295616190354,0.06694678963061322,6
7,213,0.013772145351092719,0.05799194697768673,7
8,339,0.02191904823483771,0.05115252244738129,8
9,317,0.020496573128152076,0.04575749056067514,9
