,0,1,2,3,4,5,6,7,8,9,None,sample_id,labels
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,real
1,0.052168337607833994,0.861681044532525,0.0057705758918162745,0.07391000233154582,0.0009909069713219865,0.0006411750990906971,0.0007577523898344603,0.002972720913965959,0.00011657729074376311,0.0009909069713219865,0.0,1,real
2,0.1753905339239916,0.01981813942643973,0.07577523898344603,0.5545581720680811,0.09570995570062951,0.01498018186057356,0.032350198181394264,0.004663091629750525,0.02133364420610865,0.005420844019584985,0.0,2,real
3,0.7754138493821403,0.015096759151317323,0.0016320820704126837,0.14974352996036372,0.005071112147353695,0.0006994637444625787,0.03240848682676615,0.01946840755420844,0.00034973187223128935,0.00011657729074376311,0.0,3,real
4,0.21700862671951504,0.2171252040102588,0.1735252972720914,0.11902541384938214,0.06254371648402891,0.13138260666822102,0.043716484028911165,0.024189787829330848,0.007577523898344603,0.0039053392399160643,0.0,4,real
5,0.23653532291909535,0.20062951737001633,0.1959664257402658,0.12432968057822336,0.09110515271625087,0.08428538120774073,0.03724644439263231,0.015504779668920493,0.004837957565866169,0.009559337840988575,0.0,5,real
6,0.9894497551876894,0.005945441827931918,0.0014572161342970389,0.0008743296805782234,0.00034973187223128935,0.0006994637444625787,0.000524597808346934,0.00017486593611564468,0.000524597808346934,0.0,0.0,6,real
7,0.27238283982280254,0.061844252739566334,0.1567381674049895,0.13155747260433667,0.1362205642340872,0.20721613429703895,0.008043833061319654,0.009559337840988575,0.004021916530659827,0.012415481464210771,0.0,7,real
8,0.9392632315224995,0.004663091629750525,0.0013989274889251574,0.0011657729074376311,0.0006411750990906971,0.0007577523898344603,0.0002914432268594078,0.000524597808346934,0.03573093961296339,0.015563068314292376,0.0,8,real
9,0.0559570995570063,0.5965842853812078,0.2180578223362089,0.03543949638610399,0.051060853345768244,0.03310795057122873,0.007985544415947773,0.0009326183259501049,0.00046630916297505244,0.0004080205176031709,0.0,9,real
10,0.9538936815108416,0.0022149685241314994,0.041792958731639074,0.0013406388435532757,5.8288645371881555e-05,0.00017486593611564468,0.00017486593611564468,0.0,0.00011657729074376311,0.00023315458148752622,0.0,10,real
11,0.9872930753089298,0.0037887619491723014,0.0006994637444625787,0.0006411750990906971,0.0008160410352063418,0.0009326183259501049,0.005479132664956867,5.8288645371881555e-05,0.0002914432268594078,0.0,0.0,11,real
12,0.9555257635812544,0.0006994637444625787,0.04086034040568897,0.0012823501981813943,0.0006411750990906971,0.0002914432268594078,0.00011657729074376311,0.00046630916297505244,5.8288645371881555e-05,5.8288645371881555e-05,0.0,12,real
13,0.9096525996735836,0.00034973187223128935,0.08906505012823503,0.000524597808346934,5.8288645371881555e-05,0.00011657729074376311,0.00011657729074376311,0.0,5.8288645371881555e-05,5.8288645371881555e-05,0.0,13,real
14,0.9383889018419211,0.05805549079039403,0.001573793425040802,0.0006411750990906971,0.0005828864537188156,0.0002914432268594078,0.00017486593611564468,0.00023315458148752622,5.8288645371881555e-05,0.0,0.0,14,real
15,0.7283749125670319,0.25338074143156913,0.01457216134297039,0.0012823501981813943,0.0008160410352063418,0.0006411750990906971,0.00046630916297505244,0.0002914432268594078,0.00011657729074376311,5.8288645371881555e-05,0.0,15,real
16,0.9928887852646304,0.0029144322685940778,0.0013406388435532757,0.0004080205176031709,0.0011657729074376311,0.0002914432268594078,0.0002914432268594078,0.00017486593611564468,0.0002914432268594078,0.00023315458148752622,0.0,16,real
17,0.9396129633947307,0.004080205176031709,0.0019235252972720914,0.0016320820704126837,0.051002564700396366,0.0007577523898344603,0.0004080205176031709,0.00017486593611564468,0.00023315458148752622,0.00017486593611564468,0.0,17,real
18,0.9889834460247144,0.004546514339006762,0.0016903707157845652,0.0013989274889251574,0.0004080205176031709,0.00017486593611564468,0.0017486593611564468,0.0006994637444625787,0.00017486593611564468,0.00017486593611564468,0.0,18,real
19,0.9583236185591046,0.0018652366519002097,0.03613896013056656,0.0013989274889251574,0.00046630916297505244,0.00034973187223128935,0.0002914432268594078,0.00017486593611564468,0.0005828864537188156,0.0004080205176031709,0.0,19,real
20,0.5715201678712987,0.06236885054791327,0.18821403590580554,0.12432968057822336,0.029727209139659594,0.01008393564933551,0.003322452786197249,0.002448123105619025,0.00262298904173467,0.005362555374213103,0.0,20,real
21,0.9439846117976218,0.0470972254604803,0.00635346234553509,0.0013406388435532757,0.00034973187223128935,0.00023315458148752622,0.00023315458148752622,0.00011657729074376311,0.00011657729074376311,0.00017486593611564468,0.0,21,real
22,0.9838540452319888,0.00932618325950105,0.0029144322685940778,0.0009326183259501049,0.00034973187223128935,0.0011657729074376311,0.00046630916297505244,0.00023315458148752622,0.0,0.0007577523898344603,0.0,22,real
23,0.9530193518302634,0.04336675215667988,0.0011657729074376311,0.0008160410352063418,0.0011657729074376311,5.8288645371881555e-05,5.8288645371881555e-05,0.0,0.00034973187223128935,0.0,0.0,23,real
24,0.9920144555840522,0.004021916530659827,0.0014572161342970389,0.0008160410352063418,0.0007577523898344603,0.00011657729074376311,0.00046630916297505244,0.00017486593611564468,0.00011657729074376311,5.8288645371881555e-05,0.0,24,real
25,0.9959780834693401,0.0015155047796689206,0.0013989274889251574,0.00034973187223128935,0.00034973187223128935,0.0,0.00023315458148752622,0.00017486593611564468,0.0,0.0,0.0,25,real
26,0.9914315691303334,0.006120307764047563,0.0008743296805782234,0.0009326183259501049,0.00034973187223128935,0.00011657729074376311,5.8288645371881555e-05,0.00011657729074376311,0.0,0.0,0.0,26,real
27,0.2939496386103987,0.3160993238517137,0.3142923758451854,0.0470972254604803,0.010317090230823035,0.007985544415947773,0.0058288645371881555,0.0025647003963627886,0.0009909069713219865,0.0008743296805782234,0.0,27,real
28,0.9921893215201679,0.004313359757519235,0.0017486593611564468,0.0009326183259501049,0.0005828864537188156,0.00011657729074376311,5.8288645371881555e-05,0.0,5.8288645371881555e-05,0.0,0.0,28,real
29,0.07979715551410585,0.31452553042667286,0.3750291443226859,0.11133131266029378,0.006528328281650735,0.02279086034040569,0.028561436232221963,0.038995103753788764,0.009442760550244813,0.012998367917929587,0.0,29,real
30,0.9857775705292608,0.00903474003264164,0.0016320820704126837,0.0006994637444625787,0.0004080205176031709,0.0009909069713219865,0.0011074842620657497,5.8288645371881555e-05,0.00011657729074376311,0.00017486593611564468,0.0,30,real
31,0.9883422709256237,0.007344369316857076,0.0016320820704126837,0.0006994637444625787,0.00046630916297505244,0.00017486593611564468,0.0002914432268594078,0.00034973187223128935,0.0006994637444625787,0.0,0.0,31,real
32,0.8974119841454885,0.011832595010491956,0.03975285614362322,0.011716017719748194,0.03753788761949172,0.0006411750990906971,0.00034973187223128935,0.0006411750990906971,0.0,0.00011657729074376311,0.0,32,real
33,0.8381907204476567,0.06813942643972955,0.04435765912800187,0.015854511541151785,0.03153415714618792,0.0006411750990906971,0.0006411750990906971,0.00046630916297505244,5.8288645371881555e-05,0.00011657729074376311,0.0,33,real
34,0.9936465376544649,0.0016903707157845652,0.0020401025880158546,0.0006411750990906971,0.0009326183259501049,0.0004080205176031709,0.00017486593611564468,0.0002914432268594078,0.00017486593611564468,0.0,0.0,34,real
35,0.9283049661925857,0.010200512940079273,0.05770575891816274,0.0008743296805782234,0.0018069480065283283,0.00023315458148752622,0.0006994637444625787,5.8288645371881555e-05,0.00011657729074376311,0.0,0.0,35,real
36,0.9538353928654698,0.04249242247610165,0.0014572161342970389,0.000524597808346934,0.0006994637444625787,0.0,0.0005828864537188156,0.0,0.00034973187223128935,5.8288645371881555e-05,0.0,36,real
37,0.9875845185357892,0.007635812543716484,0.0016320820704126837,0.0006411750990906971,0.00034973187223128935,0.000524597808346934,0.00023315458148752622,0.0008743296805782234,0.00046630916297505244,5.8288645371881555e-05,0.0,37,real
38,0.18279319188622056,0.349906738167405,0.35031475868500817,0.04587316390767079,0.028619724877593844,0.02657962228957799,0.011307997202145021,0.0026812776871065515,0.0008160410352063418,0.0011074842620657497,0.0,38,real
39,0.9913149918395896,0.004371648402891117,0.002506411750990907,0.0004080205176031709,0.000524597808346934,0.0002914432268594078,0.00046630916297505244,5.8288645371881555e-05,5.8288645371881555e-05,0.0,0.0,39,real
40,0.6064933550944276,0.3391233387736069,0.04115178363254838,0.00786896712520401,0.0017486593611564468,0.0015155047796689206,0.0004080205176031709,0.0008743296805782234,0.00023315458148752622,0.0005828864537188156,0.0,40,real
41,0.9536022382839823,0.03170902308230357,0.010725110748426206,0.002098391233387736,0.0008743296805782234,0.0006411750990906971,0.00011657729074376311,5.8288645371881555e-05,0.00011657729074376311,5.8288645371881555e-05,0.0,41,real
42,0.7646304499883423,0.029027745395197015,0.02203310795057123,0.13616227558871533,0.00046630916297505244,0.03998601072511075,0.006936348799253905,0.0006411750990906971,0.0,0.00011657729074376311,0.0,42,real
43,0.9568664024248077,0.004546514339006762,0.0008743296805782234,0.0013406388435532757,0.03479832128701329,0.00034973187223128935,5.8288645371881555e-05,0.00011657729074376311,0.00046630916297505244,0.0005828864537188156,0.0,43,real
44,0.06784798321287014,0.446840755420844,0.09227092562368851,0.10631848915831196,0.12065749591979483,0.0964094194450921,0.047272091396595946,0.01119141991140126,0.007460946607600839,0.0037304733038004195,0.0,44,real
45,0.9636861739333178,0.002797854977850315,0.0027395663324784334,0.028211704359990673,0.001573793425040802,0.00046630916297505244,0.00011657729074376311,0.00023315458148752622,0.00011657729074376311,5.8288645371881555e-05,0.0,45,real
46,0.5985078106784798,0.0373047330380042,0.007694101189088366,0.03946141291676381,0.27576358125437167,0.01014222429470739,0.01229890417346701,0.014688738633714152,0.0027395663324784334,0.0013989274889251574,0.0,46,real
47,0.3940312427139193,0.12561203077640476,0.07676614595476801,0.05350897645138727,0.038295640009326185,0.05653998601072511,0.07087899277220798,0.11150617859640942,0.055607367684775005,0.01725343903007694,0.0,47,real
