,score,learner
0,0.9866666666666667,Random Forest
1,0.6666666666666666,SVC
2,0.9733333333333334,GBC
3,0.9866666666666667,Naive Bayes
4,0.9466666666666667,KNN
5,0.6666666666666666,MLP
